Probabilistic Resource Modeling course 2018: Surface Data 2-D
6
HoleID
X
Y
Top Elevation
Thickness
Base Elevation
3 405.63000 2135.75000 376.69000 47.98000 328.71000
5 235.89000 1865.70000 379.69000 51.00000 328.69000
6 325.03000 2055.81000 376.86000 49.34000 327.52000
7 675.54000 2195.25000 381.49000 48.75000 332.74000
8 355.73000 1995.74000 376.97000 48.94000 328.03000
9 295.84000 1895.16000 377.28000 51.19000 326.09000
10 885.42000 1345.26000 378.15000 49.85000 328.30000
12 475.86000 1715.50000 380.08000 49.82000 330.26000
14 505.52000 2255.95000 377.29000 41.05000 336.24000
15 375.80000 1895.21000 378.08000 49.35000 328.73000
16 355.80000 2225.49000 377.20000 49.79000 327.41000
17 515.12000 2275.07000 376.31000 43.09000 333.22000
18 135.13000 1385.93000 380.48000 49.07000 331.41000
19 1065.75000 1615.22000 377.00000 47.64000 329.36000
20 425.36000 2095.42000 376.32000 51.46000 324.86000
21 385.26000 1915.24000 377.80000 48.27000 329.53000
22 525.28000 1215.69000 386.18000 46.77000 339.41000
23 285.69000 2125.87000 376.33000 44.39000 331.94000
24 1015.07000 1365.90000 381.57000 51.74000 329.83000
25 165.97000 1705.64000 375.73000 46.52000 329.21000
26 615.28000 2095.55000 378.29000 50.29000 328.00000
27 675.93000 1545.29000 376.46000 47.67000 328.79000
28 825.43000 2105.10000 382.41000 53.37000 329.04000
29 725.02000 1655.04000 375.70000 50.70000 325.00000
30 175.01000 1345.28000 378.31000 45.70000 332.61000
31 1085.36000 1545.23000 376.47000 51.70000 324.77000
32 435.42000 1915.40000 379.70000 47.44000 332.26000
33 165.78000 1635.18000 381.49000 50.48000 331.01000
35 935.73000 2175.42000 381.41000 53.59000 327.82000
38 1065.14000 1505.38000 377.50000 59.61000 317.89000
39 685.64000 1885.28000 382.48000 49.28000 333.20000
41 115.32000 1615.54000 383.68000 53.49000 330.19000
42 435.68000 1795.08000 381.39000 53.19000 328.20000
44 765.05000 1295.10000 379.58000 49.33000 330.25000
48 165.03000 1665.22000 378.53000 49.47000 329.06000
49 645.18000 1625.36000 376.56000 48.86000 327.70000
51 875.42000 1865.97000 377.92000 45.15000 332.77000
55 775.76000 1795.16000 380.53000 44.01000 336.52000
56 1025.49000 1695.96000 378.29000 49.80000 328.49000
57 575.01000 1895.06000 381.78000 45.40000 336.38000
58 455.52000 1775.91000 380.58000 52.25000 328.33000
59 325.45000 2255.99000 376.77000 51.83000 324.94000
60 255.45000 1585.91000 380.60000 54.47000 326.13000
62 735.93000 1375.07000 378.26000 51.76000 326.50000
63 885.33000 1905.59000 379.58000 47.48000 332.10000
64 355.51000 2235.67000 376.75000 49.04000 327.71000
65 765.32000 2075.15000 384.97000 52.63000 332.34000
67 765.83000 1755.65000 379.55000 45.26000 334.29000
69 925.68000 2105.32000 380.03000 51.69000 328.34000
70 775.84000 2125.06000 386.33000 53.75000 332.58000
71 795.70000 1345.98000 379.08000 51.76000 327.32000
72 535.56000 2135.78000 376.26000 51.52000 324.74000
74 885.90000 1435.48000 377.50000 48.89000 328.61000
75 755.77000 2255.02000 383.77000 46.90000 336.87000
76 385.04000 1325.75000 377.96000 50.76000 327.20000
77 375.93000 1555.05000 377.21000 59.54000 317.67000
78 595.44000 1845.45000 381.90000 46.78000 335.12000
79 705.16000 2125.03000 383.41000 49.73000 333.68000
80 555.67000 1235.05000 383.25000 45.24000 338.01000
83 885.04000 1805.97000 376.35000 45.39000 330.96000
84 515.05000 1365.21000 378.75000 44.65000 334.10000
85 855.64000 1945.44000 381.78000 47.95000 333.83000
86 665.35000 1405.90000 378.27000 49.29000 328.98000
87 255.57000 1355.36000 379.80000 45.49000 334.31000
88 145.80000 1495.30000 382.19000 52.93000 329.26000
89 665.64000 1735.87000 377.63000 46.97000 330.66000
90 745.36000 2155.36000 386.22000 50.94000 335.28000
92 715.93000 1625.16000 374.47000 51.12000 323.35000
93 535.08000 2115.91000 375.76000 51.79000 323.97000
96 595.38000 1715.75000 377.83000 49.66000 328.17000
97 835.90000 1355.02000 379.02000 52.20000 326.82000
99 1035.86000 1465.05000 378.78000 62.03000 316.75000
100 786.00000 1775.01000 380.34000 44.19000 336.15000
102 955.27000 1655.72000 372.07000 47.28000 324.79000
103 445.57000 1925.80000 378.79000 46.21000 332.58000
105 315.05000 1795.06000 378.24000 56.27000 321.97000
106 355.01000 1205.51000 382.90000 55.42000 327.48000
107 955.39000 1865.81000 380.06000 51.90000 328.16000
108 525.99000 1805.60000 381.44000 47.35000 334.09000
110 505.25000 1815.97000 381.59000 48.49000 333.10000
111 355.15000 1785.15000 379.33000 55.36000 323.97000
112 835.08000 1205.44000 378.60000 37.73000 340.87000
115 635.44000 1985.89000 378.62000 47.67000 330.95000
116 445.14000 1545.58000 381.10000 62.38000 318.72000
117 505.32000 2175.29000 376.30000 48.08000 328.22000
118 455.09000 1875.33000 382.83000 49.48000 333.35000
119 645.25000 1705.20000 376.35000 48.25000 328.10000
120 325.71000 1815.34000 378.14000 56.78000 321.36000
121 555.32000 1985.48000 376.52000 47.95000 328.57000
122 265.41000 1495.54000 381.56000 61.22000 320.34000
124 865.56000 2155.78000 380.72000 50.99000 329.73000
125 135.48000 1365.72000 380.03000 48.10000 331.93000
126 515.91000 1405.36000 378.07000 45.02000 333.05000
127 835.83000 1305.73000 379.94000 49.84000 330.10000
129 455.60000 2225.11000 377.02000 45.72000 331.30000
131 615.68000 1765.13000 378.74000 47.04000 331.70000
132 865.72000 1945.53000 381.20000 47.08000 334.12000
133 705.06000 1325.04000 380.01000 48.56000 331.45000
134 815.84000 2105.22000 383.40000 54.16000 329.24000
135 905.07000 2005.87000 380.53000 46.64000 333.89000
136 455.97000 2185.83000 376.06000 47.82000 328.24000
137 755.60000 2045.51000 384.07000 53.50000 330.57000
138 405.65000 1475.01000 379.48000 54.60000 324.88000
139 855.37000 1755.53000 376.99000 45.38000 331.61000
140 155.49000 1585.70000 386.10000 52.10000 334.00000
141 495.04000 1645.96000 384.17000 56.83000 327.34000
142 695.31000 1945.87000 382.44000 50.39000 332.05000
143 355.37000 1795.91000 379.44000 55.62000 323.82000
144 945.73000 1225.11000 379.23000 48.14000 331.09000
145 705.17000 1895.32000 381.55000 48.29000 333.26000
147 995.26000 1655.64000 374.38000 48.00000 326.38000
148 315.49000 1475.10000 380.72000 62.87000 317.85000
149 905.36000 1885.15000 379.34000 47.90000 331.44000
150 235.94000 1545.76000 382.20000 54.00000 328.20000
151 205.74000 1615.12000 382.21000 51.07000 331.14000
153 335.93000 2285.44000 376.50000 49.32000 327.18000
154 375.59000 1605.12000 377.82000 59.48000 318.34000
155 625.51000 1365.99000 376.80000 44.57000 332.23000
156 865.54000 1545.43000 373.72000 41.97000 331.75000
158 515.06000 2005.98000 375.41000 48.30000 327.11000
160 1025.70000 1405.64000 380.73000 56.07000 324.66000
161 535.04000 2005.41000 375.72000 48.02000 327.70000
163 865.04000 2145.99000 380.17000 50.85000 329.32000
164 615.43000 1275.12000 376.84000 45.83000 331.01000
166 185.71000 1425.64000 379.35000 49.29000 330.06000
167 465.29000 1825.02000 381.96000 49.68000 332.28000
168 435.75000 1435.97000 379.82000 51.33000 328.49000
169 715.42000 2205.05000 383.16000 49.21000 333.95000
170 545.13000 1315.10000 379.37000 43.61000 335.76000
172 1065.10000 1455.26000 379.20000 61.81000 317.39000
174 735.21000 1555.10000 374.12000 48.23000 325.89000
175 425.87000 2275.70000 376.77000 43.53000 333.24000
176 875.65000 1685.53000 377.32000 49.99000 327.33000
177 425.69000 1655.56000 380.42000 59.01000 321.41000
178 695.47000 1295.40000 380.12000 47.66000 332.46000
181 705.29000 2045.38000 381.16000 51.60000 329.56000
182 335.60000 1515.78000 378.11000 62.26000 315.85000
184 515.27000 1845.89000 382.31000 47.35000 334.96000
185 455.92000 1465.75000 379.86000 52.48000 327.38000
187 355.43000 1695.36000 378.45000 53.19000 325.26000
188 715.40000 1835.38000 380.70000 46.61000 334.09000
189 615.90000 1655.67000 378.14000 49.07000 329.07000
190 835.39000 2255.22000 383.38000 46.79000 336.59000
191 715.34000 1345.05000 379.52000 49.24000 330.28000
193 185.54000 1435.39000 379.46000 49.60000 329.86000
194 835.37000 1235.69000 378.66000 38.94000 339.72000
196 825.47000 1385.39000 378.25000 53.58000 324.67000
201 885.46000 1515.39000 375.01000 45.13000 329.88000
202 935.73000 1735.44000 377.50000 49.43000 328.07000
203 785.02000 1905.32000 381.95000 45.74000 336.21000
206 685.22000 1465.23000 378.07000 48.83000 329.24000
207 485.28000 1665.95000 382.43000 52.51000 329.92000
208 585.02000 2035.97000 375.42000 49.67000 325.75000
209 455.45000 1595.65000 382.36000 62.29000 320.07000
210 495.54000 2005.13000 375.00000 46.38000 328.62000
212 355.39000 1605.66000 377.26000 58.07000 319.19000
214 235.96000 1505.93000 382.31000 54.31000 328.00000
215 805.03000 1725.50000 379.29000 46.91000 332.38000
216 655.76000 1365.97000 377.93000 47.57000 330.36000
217 895.21000 1325.21000 378.75000 50.02000 328.73000
218 935.51000 1935.34000 379.86000 47.04000 332.82000
219 1045.27000 1855.32000 380.44000 51.90000 328.54000
220 895.39000 2065.55000 380.27000 48.61000 331.66000
221 975.97000 1485.44000 377.58000 52.85000 324.73000
222 605.59000 1565.26000 380.79000 48.15000 332.64000
223 415.04000 1985.05000 374.18000 44.63000 329.55000
224 705.42000 1805.99000 380.81000 46.20000 334.61000
225 715.30000 1955.94000 382.79000 50.77000 332.02000
227 815.26000 1985.83000 384.07000 50.90000 333.17000
229 1035.02000 1515.72000 375.88000 56.12000 319.76000
230 415.18000 1835.68000 382.28000 51.05000 331.23000
231 605.21000 1295.28000 376.57000 44.93000 331.64000
232 635.84000 1395.86000 377.57000 45.52000 332.05000
234 655.25000 1885.28000 383.80000 49.09000 334.71000
236 875.94000 1335.44000 378.63000 49.85000 328.78000
237 625.53000 1615.81000 378.82000 49.14000 329.68000
238 705.47000 1525.17000 375.97000 48.81000 327.16000
239 785.31000 1675.42000 378.03000 48.23000 329.80000
240 315.71000 2045.55000 377.34000 50.21000 327.13000
241 1035.29000 1395.21000 381.00000 54.45000 326.55000
242 695.11000 1615.42000 374.43000 50.97000 323.46000
243 625.78000 1465.57000 377.04000 39.75000 337.29000
244 825.24000 1645.44000 378.89000 47.04000 331.85000
245 785.78000 1715.91000 378.80000 46.78000 332.02000
246 325.77000 1585.88000 377.62000 58.79000 318.83000
248 465.50000 1645.77000 382.53000 55.67000 326.86000
249 765.51000 1775.45000 380.22000 44.93000 335.29000
251 565.66000 1725.81000 378.34000 50.11000 328.23000
252 535.07000 1495.27000 379.01000 47.67000 331.34000
253 1035.85000 1645.41000 376.94000 48.62000 328.32000
254 1035.32000 1375.12000 381.36000 52.33000 329.03000
255 205.95000 1535.86000 383.84000 51.63000 332.21000
256 975.31000 1365.09000 380.40000 51.87000 328.53000
257 975.76000 1835.92000 380.22000 55.34000 324.88000
259 375.42000 1885.69000 378.45000 50.16000 328.29000
260 865.87000 2025.97000 381.38000 48.29000 333.09000
261 915.75000 1705.89000 375.69000 49.21000 326.48000
262 395.78000 1665.35000 379.59000 61.70000 317.89000
263 665.51000 1395.46000 378.26000 49.21000 329.05000
264 985.36000 1975.13000 380.30000 46.86000 333.44000
265 585.09000 2115.33000 378.57000 52.33000 326.24000
266 555.67000 2065.98000 376.10000 52.05000 324.05000
269 485.59000 1615.88000 384.62000 62.39000 322.23000
270 625.19000 2065.54000 376.59000 49.09000 327.50000
271 725.75000 1875.03000 380.18000 47.13000 333.05000
272 345.12000 2195.25000 378.46000 49.25000 329.21000
273 725.46000 1685.09000 376.37000 49.72000 326.65000
274 525.39000 1995.72000 375.52000 48.20000 327.32000
275 225.11000 1525.65000 382.68000 53.00000 329.68000
277 815.86000 1415.11000 377.50000 52.93000 324.57000
278 395.17000 1795.21000 381.06000 54.31000 326.75000
279 915.42000 1335.70000 378.45000 50.82000 327.63000
280 745.85000 1875.18000 379.85000 46.35000 333.50000
281 535.34000 2035.34000 376.05000 49.56000 326.49000
283 355.21000 1505.32000 377.97000 60.84000 317.13000
284 935.03000 1315.24000 379.66000 49.65000 330.01000
286 295.19000 2125.80000 376.49000 44.84000 331.65000
287 805.90000 1755.86000 379.68000 44.85000 334.83000
288 355.92000 1595.84000 377.17000 59.03000 318.14000
290 775.47000 1425.11000 376.71000 52.63000 324.08000
291 726.00000 1895.25000 380.76000 48.00000 332.76000
292 1055.99000 1655.54000 378.07000 48.86000 329.21000
293 645.35000 2185.77000 381.04000 49.92000 331.12000
294 745.83000 1535.66000 374.66000 47.83000 326.83000
295 535.27000 1715.17000 379.34000 50.35000 328.99000
296 245.18000 1655.43000 378.33000 49.45000 328.88000
297 715.53000 1845.27000 380.60000 47.48000 333.12000
298 685.11000 1605.33000 374.90000 50.95000 323.95000
300 835.21000 1455.71000 376.89000 49.25000 327.64000
301 125.06000 1455.92000 379.69000 52.50000 327.19000
