pygeostat_saved_data
5
X
Y
Var1
Var2
Var3
28949.708226 96548.685172 0.786410 2.967160 -1.470100
24610.158555 96251.877101 0.543000 2.136140 0.745730
27719.964681 90687.703337 -0.393200 0.486820 0.234700
26910.320345 92501.863566 0.449380 1.270020 -0.318400
21725.601294 92981.211253 1.385580 1.777340 2.400200
23423.237396 91988.277769 1.782520 1.554280 -0.612480
20113.369548 94649.870120 1.804990 3.744800 2.509020
24928.597022 98644.344611 1.357490 2.678460 3.052210
3607.545661 100375.992549 1.678920 2.227800 0.747230
19574.893592 121692.688133 0.168520 0.761440 0.149940
23290.138687 121268.742263 1.694070 2.117170 0.630710
15768.983266 119251.734312 0.543000 -0.636620 0.823720
14806.384663 117555.894260 0.074900 -1.011100 -1.145720
30751.423376 114156.485481 0.000000 0.337030 -1.117350
19315.908662 106912.077513 0.168520 -0.636620 0.531550
16307.218806 98945.480176 1.526010 2.107400 -0.028630
22668.690821 103279.563912 1.273230 2.174190 -0.600320
21710.009589 102298.368400 1.872400 1.655760 -0.712940
14115.293850 105680.707622 0.674060 2.404750 0.204270
12468.109817 104675.534119 1.632730 3.178610 2.472880
14568.549297 99679.633791 1.720780 2.830110 0.197460
5183.594752 109389.716034 1.441750 2.929290 2.423500
8723.717781 116731.966368 1.348130 1.791740 -0.892130
7488.430518 132652.871526 1.812480 1.625750 -0.477140
2536.462735 136492.843186 0.599170 2.661030 2.846050
2644.727854 140106.222477 0.411930 2.543770 1.792380
865.816898 142921.893396 0.411930 2.253580 1.984740
93630.314065 399188.273271 -0.748960 -0.486820 0.369680
96560.338292 401412.491793 -1.048540 -0.299580 -1.611150
116512.742053 403812.864757 0.149790 0.149790 -2.775750
112759.228339 406735.810845 0.393200 0.486820 -2.273210
116619.303044 417637.862989 -1.797500 -1.430790 -1.257900
131879.063362 417741.128864 0.099860 0.337030 -1.397460
134952.842398 414929.120758 0.074900 -0.093620 -0.408740
135390.647562 409140.355739 0.836340 0.674060 1.401230
139095.880024 410649.470102 1.061030 0.580440 0.437220
144777.659787 414603.434446 0.338970 0.374480 0.416130
95730.124220 394991.608667 -0.093620 -0.748960 0.828630
95729.671672 394986.687203 -0.018720 -0.786410 0.835620
88872.560230 394620.278612 0.543000 0.131070 -1.235680
88793.703682 396474.114602 -0.299580 -0.930090 0.508480
84486.603140 396036.528642 -0.840790 1.174620 0.172560
86497.331983 402118.778331 -0.706450 -0.973650 -0.687050
85978.789368 405460.798324 -1.048540 -0.823860 -0.656170
83447.431944 392660.666518 -0.337030 0.711510 -1.485930
